id,name,price,rating,review_count,brand,seller,url,kw,group,page,brand_detail,seller_detail,categories,short_description
273708282,"Amply Karaoke Bluetooth Công Suất Lớn 1000W Zenbos PA-3800, 12 Sò Đại(Hàng Chính Hãng)",2140000,5.0,1,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-1000w-zenbos-pa-3800-12-so-dai-hang-chinh-hang-p273708282.html?spid=273708283,amply,Nhạc cụ,1,Zenbos,Rin Audio,"Receivers, Amplifier, Mixer","Amply Karaoke Bluetooth Công Suất Lớn 1000W Zenbos PA-3800, 12 Sò Đại THÔNG SỐ KỸ THUẬT:+ Model: PA-3800+ Kích thước: 420*380*130mm.+ Điện áp: 220V+ Công suất: 1000W+ Kênh: 2 kênh+ Tiêu chuẩn ..."
276303894,"Amply Karaoke Bluetooth Công Suất Lớn 500W Zenbos Z2600, 8 Sò(Hàng Chính Hãng)",1605000,5.0,1,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-500w-zenbos-z2600-8-so-hang-chinh-hang-p276303894.html?spid=276303895,amply,Nhạc cụ,1,Zenbos,Rin Audio,"Receivers, Amplifier, Mixer","Amply Zenbos Z-2600 500W- Số lượng kênh: 2 kênh- Tổng công suất: 500W- Nguồn: 220V- Phím điều khiển: Nút bấm và nút vặn cơ học- Kết nối không dây: Bluetooth- Cổng phát nhạc: AV- Thẻ nhớ TF, Jack 3.5 m..."
193769791,Amply Pronest P2 (300 loa),3195000,0.0,0,PRONEST,,https://tiki.vn/power-ampli-p2-p193769791.html?spid=193769792,amply,Nhạc cụ,1,PRONEST,Yến Sào Nguyên An ST,"Receivers, Amplifier, Mixer",AMPLY P2 (300 loa)Mã số : AMP2Xuất xứ : Made in MalaysiaCông suất : <= 300 loa ru trong nhà yếnNguồn điện : 220V - 240V ( Có cổng điện dự phòng điện bình DC 12V )Bảo hành : 12 tháng theo tiêu ch...
109521567,Amply (Main) liền Mixer Nanomax EV 1940. Hàng chính hãng,5880000,0.0,0,Nanomax,,https://tiki.vn/amply-main-lien-mixer-nanomax-ev-1940-p109521567.html?spid=276438854,amply,Nhạc cụ,1,Nanomax,Điện Máy Âm Thanh Hoàng Kim,"Receivers, Amplifier, Mixer","Khuyếch đại tín hiệu điện và âm thanh phát ra và đưa ra thiết bị đầu ra như loa, taiCó tác dụng phóng đại âm thanh cho âm thanh lớn hơn.Echo nghe dày và mượt hơn, âm thanh hay và sống động hơn.Nguồ..."
100930275,Amply VS A201,2023000,0.0,0,VS,,https://tiki.vn/amply-vs-a200-p100930275.html?spid=100930277,amply,Nhạc cụ,1,VS,Yến Sào Nguyên An ST,"Receivers, Amplifier, Mixer",AMPLY VS A200- Tải trọng: 200 loa ru trong nhà yến- Kích thước: 420x260x140 mm- Cân nặng: 3.2Kg- Nguồn điện: 220V - 240V- Đầu phát USB / thẻ SD- Tiếng ồn thấp và độ biến dạng thấp- Hệ thống phả...
172192532,"Amply Nanomax Pro 1000i - 20 sò, công suất 1800w, kết nối bluetooth, 4 cổng micro - Hàng chính hãng",3528000,0.0,0,Nanomax,,https://tiki.vn/amply-nanomax-pro-1000i-20-so-cong-suat-1800w-ket-noi-bluetooth-4-cong-micro-hang-chinh-hang-p172192532.html?spid=276438831,amply,Nhạc cụ,1,Nanomax,Điện Máy Âm Thanh Hoàng Kim,"Receivers, Amplifier, Mixer","Amply karaoke NANOMAX PRO-1000ib NEW MODEL 2022 (  Sản phẩm do CÔNG TY CỔ PHẦN XÂY DỰNG & ĐIỆN TỬ SƠN TÙNG lắp ráp,  phân phối & bảo hành 12 tháng ).. Hàng mới 100%.. Sản phẩm có tem niêm phon..."
276303792,"Amply Karaoke Bluetooth Công Suất Lớn 800W Zenbos LX-6800, 12 Sò Đại (Hàng Chính Hãng)",2700000,0.0,0,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-800w-zenbos-lx-6800-12-so-dai-hang-chinh-hang-p276303792.html?spid=276303793,amply,Nhạc cụ,1,Zenbos,Rin Audio,"Receivers, Amplifier, Mixer","Amply Zenbos LX-6800 800W- Số lượng kênh: 2 kênh- Tổng công suất: 800W- Nguồn: 220V- Phím điều khiển: Nút bấm và nút vặn cơ học- Kết nối không dây: Bluetooth- Cổng phát nhạc: AV- Thẻ nhớ TF, Jack 3.5 ..."
273708030,"Amply Karaoke Bluetooth Công Suất Lớn 800W Zenbos LX-838Z, 12 Sò Đại(Hàng Chính Hãng)",2055000,0.0,0,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-800w-zenbos-lx-838z-12-so-dai-hang-chinh-hang-p273708030.html?spid=273708031,amply,Nhạc cụ,1,Zenbos,Rin Audio,"Receivers, Amplifier, Mixer","Amply Karaoke Bluetooth Công Suất Lớn 800W Zenbos LX-838Z, 12 Sò ĐạiTHÔNG SỐ KỸ THUẬT:+ Model: LX-838Z+ Kích thước: 420*360*130mm.+ Điện áp: 220V+ Công suất: 800W+ Kênh: 2 kênh+ Tiêu chuẩn Trở..."
273710802,"Amply Karaoke Bluetooth Công Suất Lớn 1200W Zenbos PA-988X, 20 Sò Đại ( Hàng chính Hãng)",2680000,0.0,0,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-1200w-zenbos-pa-988x-20-so-dai-hang-chinh-hang-p273710802.html?spid=273710803,amply,Nhạc cụ,1,Zenbos,Rin Audio,"Receivers, Amplifier, Mixer","Amply Karaoke Bluetooth Công Suất Lớn 1200W Zenbos PA-988X, 20 Sò ĐạiTHÔNG SỐ KỸ THUẬT:- speaker A-B, EQ Parametric EQ- EQ số dễ thao tác- 3 đường micro- Led cao cấp- Mạch bảo vệ loa- Cổng ra ..."
273708232,"Amply Karaoke Bluetooth Công Suất Lớn 1300W Zenbos LX-8800H, 20 Sò Đại(Hàng Chính Hãng)",2575000,0.0,0,Zenbos,,https://tiki.vn/amply-karaoke-bluetooth-cong-suat-lon-1300w-zenbos-lx-8800h-20-so-dai-hang-chinh-hang-p273708232.html?spid=273708233,amply,Nhạc cụ,1,Zenbos,Rin Audio,Thiết Bị Số - Phụ Kiện Số,"Amply Karaoke Bluetooth Công Suất Lớn 1300W Zenbos LX-8800H, 20 Sò ĐạiTHÔNG SỐ KỸ THUẬT:- Mạch bảo vệ loa- Cổng ra sub- Chức năng kết nối bluetooth với các thiết bị không dây- Số kênh: 2- Công ..."
