id,name,price,rating,review_count,brand,seller,url,kw,group,page,brand_detail,seller_detail,categories,short_description
276364671,Đèn ngủ để bàn nhiều hình khối dễ thương - Chính hãng (mẫu giao ngẫu nhiên),70210,5.0,1,PaKaSa,,https://tiki.vn/den-ngu-de-ban-nhieu-hinh-khoi-de-thuong-chinh-hang-mau-giao-ngau-nhien-p276364671.html?spid=274847583,đèn ngủ,Đèn & thiết bị chiếu sáng,1,PaKaSa,Phụ Kiện Store 76,Nhà Cửa - Đời Sống,"Đèn ngủ nhiều hình. Đèn nhỏ gọn, thiết kế cực đáng yêu, nên bạn có thể đặt bất cứ đâu trong nhà của mình để làm đèn ngủ hoặc đèn trang trí,Giúp chocăn phòng thêm tinh tế, xinh yêu nhưng cũng không k..."
17885393,Đèn ngủ gỗ - đèn ngủ để bàn - đèn ngủ đầu giường LUKA cao cấp đã bao gồm bóng LED chuyên dụng,455000,5.0,5,Goldseee,,https://tiki.vn/den-ngu-go-den-ngu-de-ban-den-ngu-dau-giuong-luka-cao-cap-da-bao-gom-bong-led-chuyen-dung-p17885393.html?spid=17885394,đèn ngủ,Đèn & thiết bị chiếu sáng,1,Goldseee,Monsky Lighting,Đèn ngủ để bàn,"Đèn ngủ để bàn - đèn ngủ - đèn trang trí phòng ngủ Vintage gỗ tặng kèm bóng LED chuyên dụngToàn bộ thân đèn làm từ gỗ tự nhiên sơn bóng 3 lớp đẹp mắt, sang trọng Chóa đèn làm từ loại vải đặc biệt, c..."
275242036,"Đèn ngủ 2 màu Rhino L802, nhẹ nhàng tiết kiệm điện - Hàng chính hãng",49000,5.0,1,Rhino Store,,https://tiki.vn/den-ngu-2-mau-rhino-l802-nhe-nhang-tiet-kiem-dien-hang-chinh-hang-p275242036.html?spid=275242040,đèn ngủ,Đèn & thiết bị chiếu sáng,1,Rhino Store,Rhino Official Store,Đèn ngủ để bàn,"Đèn ngủ 2 màu Rhino L802, nhẹ nhàng tiết kiệm điện1. Thông tin chi tiếtVới ánh sáng nhẹ nhàng mẫu đèn ngủ L902 sẽ rất phù hợp với người thích ánh sáng nhẹ, phòng của trẻ, phòng ngủ,Đèn được cấu tạ..."
154074887,"Đèn Ngủ Thông Minh - Đèn Ngủ Điều Khiển Từ Xa OVAL NIGHT LIGHT - 10 Cấp Độ Sáng, Chế Độ Hẹn Giờ - Hàng Chính Hãng",96000,5.0,4,DORON,,https://tiki.vn/den-ngu-thong-minh-den-ngu-dieu-khien-tu-xa-oval-night-light-10-cap-do-sang-che-do-hen-gio-hang-chinh-hang-p154074887.html?spid=154074890,đèn ngủ,Đèn & thiết bị chiếu sáng,1,DORON,HDC Home,Nhà Cửa - Đời Sống,THÔNG SỐ KỸ THUẬT- Kích thước : 50*61*104mm- Công suất định mức: 5W- 3 Chế độ sáng: Đèn trước - Đèn sau - Cả hai đèn- 10 cấp độ sáng đèn từ 10%-100% cường độ sáng- Nguồn điện : 220V~50Hz- Loại c...
179557621,Đèn ngủ để bàn cao cấp Vingtage DB9005 - Tặng kèm bóng Led,695000,4.0,3,HH HA HIEP LIGHTING,,https://tiki.vn/den-ngu-de-ban-cao-cap-vingtage-db9005-tang-kem-bong-led-p179557621.html?spid=179557624,đèn ngủ,Đèn & thiết bị chiếu sáng,1,HH HA HIEP LIGHTING,ĐÈN TRANG TRÍ HÀ HIỆP,Đèn ngủ để bàn,       Mô tả sản phẩm Đèn ngủ để bàn trang trí độc đáo - Tặng kèm bóng LED chống lóa   Đèn đã kèm bóng LED chuyên dụng   *Mô tả sản phẩm Đèn để bàn cao cấp Vintage hiện đại   Đèn để bàn cao cấp...
174468230,"Đèn ngủ FOISER phong cách sang trọng trang trí nội thất hiện đại, cao cấp - ẢNH THẬT 100%.",399000,5.0,1,Goldseee,,https://tiki.vn/den-ngu-foise-phong-cach-sang-trong-trang-tri-noi-that-hien-dai-cao-cap-anh-that-100-p174468230.html?spid=174468231,đèn ngủ,Đèn & thiết bị chiếu sáng,1,Goldseee,Monsky Lighting,Đèn ngủ để bàn,"Ngày nay trong cuộc sống gia đình hiện đại, việc trang trí nhà cửa trở nên vô cùng quan trọng với các gia đình. Sau một ngày làm việc mệt mỏi, được trở về nhà, trở về tổ ấm là niềm ao ước của mỗi chún..."
160449921,Đèn Ngủ Thông Minh - Đèn Ngủ Có Remote Điều Khiển Từ Xa - Có Chức Năng Hẹn Giờ - 10 Cấp Độ Sáng,95000,5.0,1,DORON,,https://tiki.vn/den-ngu-thong-minh-den-ngu-co-remote-dieu-khien-tu-xa-co-chuc-nang-hen-gio-10-cap-do-sang-p160449921.html?spid=160449925,đèn ngủ,Đèn & thiết bị chiếu sáng,1,DORON,HDC Home,Đèn ngủ để bàn,THÔNG SỐ KỸ THUẬT- Kích thước : 50*61*104mm- Công suất định mức: 5W- 3 Chế độ sáng: Đèn trước - Đèn sau - Cả hai đèn- 10 cấp độ sáng đèn từ 10%-100% cường độ sáng- Nguồn điện : 220V~50Hz- Loại c...
152705765,"Đèn Ngủ Điều Khiển Từ Xa OVAL NIGHT LIGHT - Đèn Ngủ Thông Minh - Có 10 Cấp Độ Sáng, Hẹn Giờ - Hàng Chính Hãng",89000,4.5,80,DORON,,https://tiki.vn/den-ngu-dieu-khien-tu-xa-oval-night-light-den-ngu-thong-minh-co-10-cap-do-sang-hen-gio-hang-chinh-hang-p152705765.html?spid=152705769,đèn ngủ,Đèn & thiết bị chiếu sáng,1,DORON,HDC Home,Đèn ngủ để bàn,1. THÔNG SỐ KỸ THUẬT ĐÈN ''OVAL LIGHT NIGHT''- Kích thước : 50*61*104mm- Công suất định mức: 5W- 3 Chế độ sáng: Đèn trước - Đèn sau - Cả hai đèn- 10 cấp độ sáng đèn từ 10%-100% cường độ sáng- Ngu...
178473007,Đèn ngủ đặt bàn DT,370000,0.0,0,HH HA HIEP LIGHTING,,https://tiki.vn/den-ngu-dat-ban-dt-p178473007.html?spid=178473015,đèn ngủ,Đèn & thiết bị chiếu sáng,1,HH HA HIEP LIGHTING,ĐÈN TRANG TRÍ HÀ HIỆP,Đèn ngủ để bàn,       DT LUXURY   Chất liệu: thân và đế là kim khí sơn tĩnh điện mầu đen   Mầu sắc:đen   Số lượng :01   Nguồn điện: 220v   Kích thước: fi 30cm   Phong cách: châu âu   Nguồn sáng:tích hợp l...
178480225,Đèn ngủ đặt bàn DT,370000,0.0,0,HH HA HIEP LIGHTING,,https://tiki.vn/den-ngu-dat-ban-dt-p178480225.html?spid=178480226,đèn ngủ,Đèn & thiết bị chiếu sáng,1,HH HA HIEP LIGHTING,ĐÈN TRANG TRÍ HÀ HIỆP,Đèn ngủ để bàn,       DT LUXURY   Chất liệu: thân và đế là kim khí sơn tĩnh điện mầu đen   Mầu sắc:đen   Số lượng :01   Nguồn điện: 220v   Kích thước: fi 30cm   Phong cách: châu âu   Nguồn sáng:tích hợp l...
