id,name,price,rating,review_count,brand,seller,url,kw,group,page,brand_detail,seller_detail,categories,short_description
274608002,Xe Đẩy Hành Lý -  Xe Đẩy Hàng Gấp Gọn Thông Minh - PaKaSa - Hàng Chính Hãng,267750,5.0,5,PaKaSa,,https://tiki.vn/xe-day-hanh-ly-xe-day-hang-gap-gon-thong-minh-pakasa-hang-chinh-hang-p274608002.html?spid=134265671,xe đẩy hàng,Sửa chữa nhà cửa,1,PaKaSa,Phụ Kiện Store 76,Nhà Cửa - Đời Sống,Xe Đẩy Hành Lý - Xe Đẩy Hàng Gấp Gọn Thông Minh - PaKaSa - Hàng Chính HãngXe đẩy hành lý gấp gọn. Thiết kế thông minh và tiện dụng với phần dây chun chắc chắn có móc kéo hỗ trợ việc vận chuyển hàng ...
276004510,Xe đẩy hành lý -  xe đẩy hàng gấp gọn thông minh (đi kèm dây buộc) xe kéo hàng đi chợ đa năng - HENRYSA,294445,0.0,0,HENRYSA Bạn của mọi nhà,,https://tiki.vn/xe-day-hanh-ly-xe-day-hang-gap-gon-thong-minh-di-kem-day-buoc-xe-keo-hang-di-cho-da-nang-henrysa-p276004510.html?spid=276004511,xe đẩy hàng,Sửa chữa nhà cửa,1,HENRYSA Bạn của mọi nhà,Gia Dụng Henry,Xe đẩy hàng 2 bánh,Xe đẩy hành lý gấp gọn. Thiết kế thông minh và tiện dụng với phần dây chun chắc chắn có móc kéo hỗ trợ việc vận chuyển hàng cồng kềnh. Bánh xe cao su chắc chắn có thể vận chuyển được khối lượng hàng l...
275428349,"Xe Đẩy Hàng, Xe Kéo Hàng 5 Bánh tiện lợi, tải trọng lớn ",522500,5.0,1,Anh Lam Store,,https://tiki.vn/xe-day-hang-xe-keo-hang-5-banh-tien-loi-tai-trong-lon-p275428349.html?spid=275428350,xe đẩy hàng,Sửa chữa nhà cửa,1,Anh Lam Store,Minhlam Store,Xe đẩy hàng 4 bánh,"Xe kéo hàng gấp gọn kéo hành lý, xe kéo đi chợ gấp gọn, xe đẩy hàng gấp gọn Xe đẩy hàng thế hệ mới nhất: Gọn nhẹ - Đa năng - Thẩm mỹXe kéo hàng gấp gọn rất nhỏ gọn, đẹp, thẩm mỹ, chiếm ít diện t..."
276415594,Xe đẩy hàng 4 bánh gấp gọn bánh chống ồn sàn kim loại bền bỉ,559000,5.0,1,iCockpit,,https://tiki.vn/xe-day-hang-4-banh-gap-gon-lp-hardware-banh-chong-on-co-khoa-xe-keo-hang-tai-nang-tay-xep-gon-p276415594.html?spid=276438858,xe đẩy hàng,Sửa chữa nhà cửa,1,iCockpit,Tăm nước Sài Gòn,Xe đẩy hàng 4 bánh," Xe đẩy hàng gấp gọn - Thiết kế ưu việt với tay cầm có thể gấp gọn khi không sử dụng, tiết kiệm diện tích khi không sử dụng và có thể dễ dàng mang theo tới nơi làm việc- Cơ chế gập gọn thông minh, c..."
166658903,Xe đẩy hàng PDT-103,2904000,0.0,0,JOONG WON,,https://tiki.vn/xe-day-hang-pdt-103-p166658903.html?spid=166658904,xe đẩy hàng,Sửa chữa nhà cửa,1,JOONG WON,NARA INTERNATIONAL,Xe đẩy hàng 4 bánh,Thông số kĩ thuật xe đẩy hàngModel: PDT-103Kích thước mặt sàn: Dài 850 x Rộng 540 x Cao 660 mmTải trọng: 0kg (Max load)Chất liệu bánh xe: Cao su nhiệt dẻo + ổ biTrọng lượng xe (không có tải): 1...
58802220,Xe đẩy hàng 4 bánh MINGWEI tải trọng 200 kg gấp gọn ,595000,4.7,41,MINGWEI,,https://tiki.vn/xe-day-hang-4-banh-mingwei-tai-trong-200-kg-gap-gon-p58802220.html?spid=58802221,xe đẩy hàng,Sửa chữa nhà cửa,1,MINGWEI,Tinviet6868,Xe đẩy hàng 4 bánh,"Hiện nay, nhu cầu đẩy hàng hóa và đồ đạc, nhất là lúc lấy hàng cho vào trong kho gây mất nhiều công sức và thời gian. Xe đẩy hàng 4 bánh MINGWEI tải trọng 200kg giúp vận chuyển hàng hóa dễ dàng hơn, t..."
77050173,Xe đẩy hàng 2 bánh cao cấp BLACKANDDECKER (BLACK+DECKER) H301 tải trọng 120kg,940000,5.0,1,Black & Decker,,https://tiki.vn/xe-day-hang-2-banh-cao-cap-blackanddecker-black-decker-h301-tai-trong-120kg-p77050173.html?spid=77050174,xe đẩy hàng,Sửa chữa nhà cửa,1,Black & Decker,Trung Tâm Công Cụ,Xe đẩy hàng 2 bánh,Xe đẩy hàng 2 bánh cao cấp Black and Decker H301DACS Việt Nam xin giới thiệu 1 sản phẩm Xe đẩy hàng 2 bánh cao cấp Black and Decker H301 đến từ thương hiệu Stanley. Miêu tả sản phẩm: Xe đẩy hàng 2...
58828647,"Xe đẩy hàng 4 bánh SUMIKA T150 - Khung thép, tay cầm gấp mở tiện lợi, tải trọng 150kg",871000,4.8,469,Sumika,,https://tiki.vn/xe-day-hang-4-banh-sumika-t150-khung-thep-tay-cam-gap-mo-tien-loi-tai-trong-150kg-p58828647.html?spid=58828648,xe đẩy hàng,Sửa chữa nhà cửa,1,Sumika,SUMIKA Official Store,Nhà Cửa - Đời Sống,"Xe đẩy hàng SUMIKA T150 di chuyển linh hoạt, dễ dàng.- T150 là dòng xe đẩy hàng đa năng 1 tầng với kích thước tiêu chuẩn khi mở rộng là 47cmx73cmx86cm (Dài x Rộng x Cao), giúp bạn thao tác dễ dàng và..."
101301277,"Xe Đẩy Hàng 4 Bánh Ameca HAM-150P- Sàn nhựa, Khung Thép, Giảm ồn, Gấp gọn, tải trọng 150kg",1450000,5.0,3,AMECA,,https://tiki.vn/xe-day-hang-4-banh-san-nhua-ameca-ham-150p-p101301277.html?spid=101301360,xe đẩy hàng,Sửa chữa nhà cửa,1,AMECA,DOROSIN OFFICIAL,Xe đẩy hàng 4 bánh," Xe đẩy hàng Ameca HAM-150P là sản phẩm tay cầm bằng thép, tải trọng tối đa 150kg. Sàn xe được làm bằng chất liệu nhựa công nghiệp siêu bền đáp ứng được những hàng hóa tải trọng lớn, giúp ta có thể v..."
77050183,Xe đẩy hàng 2 bánh cao cấp BLACKANDDECKER (BLACK+DECKER) H302 tải trọng 120kg,1047000,4.0,1,Black & Decker,,https://tiki.vn/xe-day-hang-2-banh-cao-cap-blackanddecker-black-decker-h302-tai-trong-120kg-p77050183.html?spid=77050184,xe đẩy hàng,Sửa chữa nhà cửa,1,Black & Decker,Trung Tâm Công Cụ,Xe đẩy hàng 2 bánh,Xe đẩy hàng 2 bánh cao cấp Black and Decker H302DACS Việt Nam xin giới thiệu 1 sản phẩm Xe đẩy hàng 2 bánh cao cấp Black and Decker H302 đến từ thương hiệu Stanley. Miêu tả sản phẩm: Xe đẩy hàng 2...
